Able Communications,5001978,No,Demo,VSAT Terminal Standard,4013050000000,Audio codes DT1117288  switch RMT00K308926 144109481119,2011-03-14,,0.00,
American Land & Exploration,5000281,Yes,Server Group 1,NOC, Colocation,4010050000000,6 Rack Spaces,2007-01-01,,150.00,Month
American Land & Exploration,5000281,Yes,Server Group 1,Internet, 1M LUS On-Net,4011050000000,12.166.223.27 & 12.166.223.28,2007-01-01,,100.00,Month
American Land & Exploration,5001015,No,Server Group 2,NOC, Colocation,4010050000000,Discounted due to existing CoLo,2009-07-06,,75.00,Month
American Land & Exploration,5001015,No,Server Group 2,Internet, 1M LUS On-Net,4011050000000,,2009-07-06,,100.00,Month
American Land & Exploration,5001273,No,Server Group 3,NOC, Colocation,4010050000000,Discounted due to existing CoLo,2010-01-23,,75.00,Month
American Safety and Industrial Supply,5000111,No,,Hand Held Radio w/Acc.,4043050000000,HHR3023,2007-07-19,,5.00,Day
Anglo-Suisse,5001999,Yes,WD 117G,Space Segment 512/256-TM,4013055000000,,2011-03-01,,2100.00,Month
Anglo-Suisse,5001999,Yes,WD 117G,VSAT Terminal Standard-TM,4013055000000,Modem: 114129,2011-03-01,,0.00,
Anglo-Suisse,5001999,Yes,WD 117G,VSAT Dish, 1.2M Fixed-TM,4043055000000,,2011-03-01,,0.00,
Anglo-Suisse,5002000,Yes,MI 632A,VSAT Terminal Standard-TM,4013055000000,Modem: 54842,2011-03-01,,0.00,
Anglo-Suisse,5002000,Yes,MI 632A,VSAT Dish, 1.2M Fixed-TM,4043055000000,,2011-03-01,,0.00,
Anglo-Suisse,5002000,Yes,MI 632A,Space Segment 256/128-TM,4013055000000,,2011-03-01,,1550.00,Month
Anglo-Suisse,5002001,No,MV Adams Vision,Space Segment 1024/512-TM,4013055000000,,2011-06-01,,205.00,day
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Mobile-TM,4043055000000,TW10006, MV Miss Caroline CM-200,2011-05-10,,10.00,day
Anglo-Suisse,5002001,No,MV Adams Vision,Airtime, Cellular,4045050000050,,2011-05-05,,1.50,Minute
Anglo-Suisse,5002001,No,MV Adams Vision,Phone, Cell,4043050000000,CEL-4011,2011-05-05,,0.00,
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Mobile-TM,4043055000000,MV Adams Vision Motorola CM-200,2011-03-01,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Hand Held-TM,4043055000000,MV Adams Vision  Motorola PR-400,2011-03-01,,9.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Mobile-TM,4043055000000,Dispatcher Motorola CM-200 2 of 2,2011-03-01,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Mobile-TM,4043055000000,MV Keith Duggan Motorola CM-200,2011-03-01,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,Additional receiver requested by Dean. 6LF0179,2011-04-19,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Phone Number, Houston-TM,4045055000050,7133382240,2011-03-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LFO311,2011-03-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LF0307,2011-03-01,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LF309,2011-03-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,VSAT dish, Azimuth 1m-TM,4043055000000,,2011-03-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,VSAT Terminal Standard-TM,4013055000000,Modem: 114841,2011-03-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Phone Number, Vendor Provided,4045050000050,7137516029,2011-05-05,,80.00,Month
Anglo-Suisse,5002001,No,MV Adams Vision,TVRO Antenna-TM,4043055000000,Sea King w/ 3 receivers,2011-03-01,,65.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,2-Way Radio, VHF Mobile-TM,4043055000000,Dispatcher Motorola CM-200 1 of 2,2000-01-01,,10.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LFO312,2000-01-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LF0433,2000-01-01,,0.00,Day
Anglo-Suisse,5002001,No,MV Adams Vision,Satellite TV, DirecTV-TM,4013055000000,8LF0432,2000-01-01,,0.00,Day
Anglo-Suisse,5002258,No,Freshwater City Shorebase,Fax Machine-TM,4043055000000,FAX-2147,2011-05-17,2011-06-02,0.00,
Anglo-Suisse,5002258,No,Freshwater City Shorebase,VSAT Terminal Standard-TM,4013055000000,VSAT-1291,2011-05-17,2011-06-02,0.00,
Anglo-Suisse,5002258,No,Freshwater City Shorebase,VSAT Dish, 1.2M Fixed-TM,4043055000000,,2011-05-17,2011-06-02,0.00,
Anglo-Suisse,5002258,No,Freshwater City Shorebase,2-Way Radio, Marine Mobile-TM,4043055000000,MOB-5054,2011-05-17,2011-06-02,0.00,
Anglo-Suisse,5002258,No,Freshwater City Shorebase,Space Segment 512/128-TM,4013055000000,,2011-05-17,2011-06-02,100.00,day
Anglo-Suisse,5002258,No,Freshwater City Shorebase,Phone Number, Houston-TM,4045055000050,2819210743,2011-05-17,2011-06-02,0.00,
Anglo-Suisse,5002258,No,Freshwater City Shorebase,Phone Number, Houston-TM,4045055000050,2819210744,2011-05-17,2011-06-02,0.00,
Apache Construction,5000685,Yes,Lafayette Office,DS3 Point to Point,4045050000055,LUS Ckt ID - 6306866012 1015000685,2008-07-22,,3195.00,Month
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,2-Way Radio, VHF Hand Held,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,VSAT Terminal Standard,4013050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,VSAT Dish, KVH V7,4043050000000,,,,0.00,
Apache Construction,5002317,No,MV Lionel,Space Segment 256/128,4013050000000,,,,165.00,day
Apache Construction,5002317,No,MV Lionel,Phone Number, Houston,4045050000050,2819210743,,,0.00,
Apache Construction,5002317,No,MV Lionel,Phone Number, Houston,4045050000050,2819210744,,,0.00,
Arcadia Gas,5000786,No,Master Station,VSAT Terminal Internet Only,4013050000000,Modem: 59506 - Sold to Customer 59506,2009-04-06,,0.00,
Arcadia Gas,5000786,No,Master Station,Space Segment 32/32,4013050000000,,2009-04-06,,98.50,Month
Arcadia Gas,5000787,No,Gulf South,VSAT Terminal Internet Only,4013050000000,Modem: 80630 - Sold to Customer 80630,2009-04-06,,0.00,
Arcadia Gas,5000787,No,Gulf South,Space Segment 32/32,4013050000000,,2009-04-06,,98.50,Month
Arena Oil & Gas,5000571,No,WC 586,Phone Number, Houston,4045050000050,8324614528,2008-06-27,,0.00,
Arena Oil & Gas,5000571,No,WC 586,Phone Number, Houston,4045050000050,8324614529,2008-06-27,,0.00,
Arena Oil & Gas,5000571,No,WC 586,VSAT Dish, 1.2M Fixed,4043050000000,,2008-06-27,,0.00,
Arena Oil & Gas,5000571,No,WC 586,Space Segment 512/128,4013050000000,,2008-06-27,,1300.00,Month
Arena Oil & Gas,5000571,No,WC 586,VSAT Terminal Standard,4013050000000,Modem: 76448 VSAT-1032,2008-06-27,,0.00,
Arena Oil & Gas,5000573,No,SMI 192,VSAT Dish, 1.2M Fixed,4043050000000,,2008-10-05,,0.00,
Arena Oil & Gas,5000573,No,SMI 192,VSAT Terminal Standard,4013050000000,terminal swapped because 1108 got wet on platform VSAT-1117,2008-10-15,,0.00,
Arena Oil & Gas,5000573,No,SMI 192,Phone Number, Houston,4045050000050,8324614532,2008-10-05,,0.00,
Arena Oil & Gas,5000573,No,SMI 192,Phone Number, Houston,4045050000050,8324614533,2008-10-05,,0.00,
Arena Oil & Gas,5000573,No,SMI 192,Space Segment 512/128,4013050000000,,2008-10-05,,1300.00,Month
Arena Oil & Gas,5000574,No,MI 668,Phone Number, Houston,4045050000050,8324614624,2008-06-11,,0.00,
Arena Oil & Gas,5000574,No,MI 668,Phone Number, Houston,4045050000050,8324614623,2008-06-11,,0.00,
Arena Oil & Gas,5000574,No,MI 668,Space Segment 512/256,4013050000000,,2008-06-11,,1300.00,Month
Arena Oil & Gas,5000574,No,MI 668,VSAT Dish, 1.2M Fixed,4043050000000,Modem: 66964 VSAT-1106,2008-06-11,,0.00,
Arena Oil & Gas,5000575,No,GI 78,Phone Number, Houston,4045050000050,8324614516,0000-00-00,,0.00,
Arena Oil & Gas,5000575,No,GI 78,Phone Number, Houston,4045050000050,8324614517,0000-00-00,,0.00,
Arena Oil & Gas,5000575,No,GI 78,Space Segment 512/128,4013050000000,,0000-00-00,,0.00,
Arena Oil & Gas,5000575,No,GI 78,VSAT Dish, 1.2M Fixed,4043050000000,,0000-00-00,,0.00,
Arena Oil & Gas,5000575,No,GI 78,VSAT Terminal Standard,4013050000000,VSAT-1110,0000-00-00,,0.00,
Arena Oil & Gas,5000576,No,WC 548,VSAT Terminal Standard,4013050000000,VSAT-1126,2008-10-02,,0.00,
Arena Oil & Gas,5000576,No,WC 548,Satellite TV, DirecTV,4013050000000,A10gb8fl531785,2008-10-02,,150.00,Month
Arena Oil & Gas,5000576,No,WC 548,Satellite TV, DirecTV,4013050000000,a10gb8lw110739,2008-10-22,,0.00,
Arena Oil & Gas,5000576,No,WC 548,Phone Number, Houston,4045050000050,8324614538,2008-10-02,,0.00,
Arena Oil & Gas,5000576,No,WC 548,Phone Number, Houston,4045050000050,8324614539,2008-10-02,,0.00,
Arena Oil & Gas,5000576,No,WC 548,Space Segment 512/128,4013050000000,,2008-10-02,,1300.00,Month
Arena Oil & Gas,5000576,No,WC 548,VSAT Dish, 1.2M Fixed,4043050000000,,2008-10-02,,0.00,
Arena Oil & Gas,5001522,No,GI 78,Phone Number, Houston,4045050000050,8324614503,2010-06-21,,0.00,
Arena Oil & Gas,5001522,No,GI 78,Phone Number, Houston,4045050000050,8324614502,2010-06-21,,0.00,
Arena Oil & Gas,5001522,No,GI 78,Space Segment 512/128,4013050000000,,2010-06-21,,1300.00,Month
Arena Oil & Gas,5001522,No,GI 78,VSAT Terminal Standard,4013050000000,VSAT-1150,2010-06-21,,0.00,
Arena Oil & Gas,5001522,No,GI 78,VSAT Dish, 1.2M Fixed,4043050000000,,2010-06-21,,0.00,
Aries Marine,5002224,No,Ram XIV,Phone Number, Lafayette,4045050000050,3378061273,2011-04-29,,0.00,
Aries Marine,5002224,No,Ram XIV,Phone Number, Lafayette,4045050000050,3378061272,2011-04-29,,0.00,
Aries Marine,5002224,No,Ram XIV,Fax Machine,4043050000000,FAX-2148,2011-04-29,,12.00,Day
Aries Marine,5002224,No,Ram XIV,Space Segment 512/128,4013050000000,,2011-04-29,,80.00,Day
Aries Marine,5002224,No,Ram XIV,VSAT Dish, 1.2M Auto-Acquire,4043050000000,Pole Mount,2011-04-29,,0.00,
Aries Marine,5002298,No,Ram IX,Phone Number, Houston,4045050000050,2819210741,2011-06-01,,0.00,
Aries Marine,5002298,No,Ram IX,Phone Number, Houston,4045050000050,2819210742,2011-06-01,,0.00,
Aries Marine,5002298,No,Ram IX,Space Segment 512/128,4013050000000,,2011-06-01,,80.00,day
Aries Marine,5002298,No,Ram IX,VSAT Dish, 1.2M Auto-Acquire,4043050000000,,2011-06-01,,0.00,
Aries Marine,5002298,No,Ram IX,VSAT Terminal Standard,4013050000000,,2011-06-01,,0.00,
Basic Marine Services,5001985,No,Rig 10,Phone Number, Houma,4045050000050,9857728508,2011-03-04,,0.00,
Basic Marine Services,5001985,No,Rig 10,Phone Number, Houma,4045050000050,9857728502,2011-03-04,,0.00,
Basic Marine Services,5001985,No,Rig 10,Space Segment 512/128,4013050000000,,2011-03-04,,15.00,Day
Basic Marine Services,5001985,No,Rig 10,VSAT Terminal Standard,4013050000000,VSAT-1111,2011-03-04,,0.00,
Basic Marine Services,5002164,No,Basic Rig 11,Phone Number, Houma,4045050000050,985-772-8509,2011-03-25,,0.00,Day
Basic Marine Services,5002164,No,Basic Rig 11,Space Segment 512/128,4013050000000,,2011-03-25,,15.00,Day
Basic Marine Services,5002164,No,Basic Rig 11,Phone Number, Houma,4045050000050,9857728510,2011-03-25,,0.00,
Basic Marine Services,5002216,No,Basic Rig 14,Space Segment 512/128,4013050000000,,2000-01-01,,65.00,day
Basic Marine Services,5002216,No,Basic Rig 14,Phone Number, Houma,4045050000050,985-772-8523,2011-04-20,,0.00,
Basic Marine Services,5002216,No,Basic Rig 14,Phone Number, Houma,4045050000050,985-772-8522,2011-04-20,,0.00,
Basic Marine Services,5002216,No,Basic Rig 14,VSAT Terminal Standard,4013050000000,,2011-04-20,,0.00,
BHP Billiton,5002002,Yes,MV Harvey Carrier,Satellite Phone, MSAT G2-TM,4043055000000,MTID billing # 155012,2011-03-01,,600.00,Month
BHP Billiton,5002002,Yes,MV Harvey Carrier,Phone number, MSAT G2-TM,4045055000050,8662131750,2011-03-01,,20.00,Month
BHP Billiton,5002002,Yes,MV Harvey Carrier,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5002003,Yes,Fourchon Shorebase,Satellite Phone, MSAT G2-TM,4043055000000,MTID billing #118950,2011-03-01,,600.00,Month
BHP Billiton,5002003,Yes,Fourchon Shorebase,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5002003,Yes,Fourchon Shorebase,Phone number, MSAT G2-TM,4045055000050,8772650301,2011-03-01,,20.00,Month
BHP Billiton,5002004,Yes,Houma Airbase,Satellite Phone, MSAT G2-TM,4043055000000,MTID Billing #117626,2011-03-01,,350.00,Month
BHP Billiton,5002004,Yes,Houma Airbase,Phone number, MSAT G2-TM,4045055000050,8776024044,2011-03-01,,20.00,Month
BHP Billiton,5002005,Yes,MV Amber,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5002005,Yes,MV Amber,Phone number, MSAT G2-TM,4045055000050,8772650299,2011-03-01,,20.00,Month
BHP Billiton,5002005,Yes,MV Amber,Satellite Phone, MSAT G2-TM,4043055000000,MTID billing # 118949,2011-03-01,,600.00,Month
BHP Billiton,5002006,Yes,MV C-Performer,Satellite Phone, MSAT G2-TM,4043055000000,MTID billing #120474,2011-03-01,,600.00,Month
BHP Billiton,5002006,Yes,MV C-Performer,Phone number, MSAT G2-TM,4045055000050,8772654272,2011-03-01,,20.00,Month
BHP Billiton,5002006,Yes,MV C-Performer,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5002007,Yes,MV Allie Chouest,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5002007,Yes,MV Allie Chouest,Satellite Phone, MSAT G2-TM,4043055000000,MTID billing #154832,2011-03-01,,600.00,Month
BHP Billiton,5002007,Yes,MV Allie Chouest,Phone number, MSAT G2-TM,4045055000050,8008519982,2011-03-01,,20.00,Month
BHP Billiton,5002008,Yes,MV Fast Skipper,Satellite Phone, MSAT G2-TM,4043055000000,,2011-03-01,,600.00,Month
BHP Billiton,5002008,Yes,MV Fast Skipper,Phone number, MSAT G2-TM,4045055000050,8775986309,2011-03-01,,20.00,Month
BHP Billiton,5002008,Yes,MV Fast Skipper,Call Barring-TM,4045055000050,,2011-03-01,,12.00,Month
BHP Billiton,5010073,Yes,Amelia,Wireless, Access Point,4043050000000,Install wireless access shots,0000-00-00,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,Fax Machine-TM,4043055000000,Brother MFC290C,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,Phone Number, Houma-TM,4045055000050,9852622475,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,Phone Number, Houma-TM,4045055000050,9852622128,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,Phone Number, Houma-TM,4045055000050,Fax 9857469092,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,VSAT Terminal Gilat-TM,4013055000000,,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,VSAT dish, Azimuth .85m-TM,4043055000000,,2011-03-01,,0.00,
Bordelon Marine,5002009,Yes,MV Marcel Bordelon,Space Segment 1024/512-TM,4013055000000,,2011-03-01,,3000.00,Month
BP America,5001600,No,Encinal,Phone Number, Iridium,4045050000050,713-550-1118 881621454770,2010-08-10,,50.00,Month
BP America,5001600,No,Encinal,Phone Number, Iridium,4045050000050,881621454772,2010-08-10,,50.00,Month
BP America,5001600,No,Encinal,Airtime, Irridium,4045050000050,.99 cent iridiium to iridium,2010-08-10,,1.50,Minute
BP America,5001600,No,Encinal,Airtime, Irridium,4045050000050,.99 cent iridiium to iridium,2010-08-10,,1.50,Minute
C&G Boats,5002010,Yes,MV Ms. Maggie,Oceans mail-TM,4043055000000,msmaggie@ocens.net Renewal 9/11,2011-09-01,,300.00,Yearly
C&G Boats,5002010,Yes,MV Ms. Maggie,Phone Number, Iridium-TM,4045055000050,4802634854,2011-03-01,,55.00,Month
Cajun Maritime, LLC,5002011,Yes,Office,Satellite phone, Inmarsat-TM,4043055000000,sim 898709910416141894 870776442969,2011-03-01,,25.00,Month
Cajun Maritime, LLC,5002249,No,Cajun Pride,VSAT Terminal Standard-TM,4013055000000,Modem:114742,2011-05-12,,0.00,
Cajun Maritime, LLC,5002249,No,Cajun Pride,VSAT dish, Azimuth 1m-TM,4043055000000,,2011-05-12,,0.00,
Cajun Maritime, LLC,5002249,No,Cajun Pride,Space Segment 256/128-TM,4013055000000,,2011-05-12,,150.00,Day
Cajun Maritime, LLC,5002249,No,Cajun Pride,Fax Machine-TM,4043055000000,Brother MFC290C,2011-05-12,,0.00,
Cajun Maritime, LLC,5002249,No,Cajun Pride,Phone Number, Lafayette-TM,4045055000050,fax 3372059052,2011-05-12,,0.00,
Cajun Maritime, LLC,5002249,No,Cajun Pride,Phone Number, Lafayette-TM,4045055000050,3372050971,2011-05-12,,0.00,
Cajun Maritime, LLC,5002249,No,Cajun Pride,Phone Number, Lafayette-TM,4045055000050,3372050970,2011-05-12,,0.00,
Cetco Oilfield,5000952,No,Job # JO 1648,Airtime, Irridium,4045050000050,,2009-04-14,,1.45,Minute
Cetco Oilfield,5001024,No,Apache Job,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,7.50,Day
Cetco Oilfield,5001024,No,Apache Job,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,7.50,Day
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,7.50,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,7.50,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Cetco Oilfield,5001147,No,Job #,2-Way Radio, VHF Hand Held,4043050000000,,0000-00-00,,0.00,
Chesapeake Energy,5000021,Yes,Pflunger,Long Distance,4045050000053,,0000-00-00,,0.12,Minute
Chesapeake Energy,5001006,No,Victory Compressor AA,VSAT Terminal Internet Only,4013050000000,Customer owned, loaner 8 port switch,2009-07-08,,0.00,
Chesapeake Energy,5001006,No,Victory Compressor AA,Space Segment 768/768,4013050000000,,2009-09-17,,1201.50,Month
Chesapeake Energy,5001347,No,Wyoming,Space Segment 128/128,4013050000000,,2010-03-30,,11.00,Day
Chesapeake Energy,5001347,No,Wyoming,VSAT Dish, 1.2M Fixed,4043050000000,,2010-03-30,,0.00,Day
Chesapeake Energy,5001602,No,Victory Compressor Fixed,VSAT Terminal Internet Only,4013050000000,Customer owned. 76358,2010-08-19,,0.00,
Chesapeake Energy,5001602,No,Victory Compressor Fixed,Space Segment 512/256,4013050000000,includes 5 days, 25.00 day additional.,2010-08-19,,99.00,Month
Chesapeake Energy,5001602,No,Victory Compressor Fixed,VSAT Dish, 1.2M Fixed,4043050000000,,2010-08-19,,0.00,
Chesapeake Energy,5001638,No,Keithville DR,VSAT Terminal Internet Only,4013050000000,customer owned 134347,2010-09-02,,0.00,
Chesapeake Energy,5001638,No,Keithville DR,VSAT Dish, 1.2M Fixed,4043050000000,,2010-09-02,,0.00,
Chesapeake Energy,5001638,No,Keithville DR,Space Segment 512/128,4013050000000,includes 5 days. 25.00 day for extra,2010-09-02,,99.00,Month
Chesapeake Energy,5001639,No,Keathcie DR,VSAT Terminal Internet Only,4013050000000,Customer owned swapped 12/23/10 134656,2010-09-02,,0.00,
Chesapeake Energy,5001639,No,Keathcie DR,VSAT Dish, 1.2M Fixed,4043050000000,,2010-09-02,,0.00,
Chesapeake Energy,5001639,No,Keathcie DR,Space Segment 512/128,4013050000000,includes 5 days. 25.00 day extra day.,2010-09-02,,99.00,Month
Chesapeake Energy,5001659,No,Billings DR,VSAT Dish, 1.2M Fixed,4043050000000,customer owned,2010-09-29,,0.00,
Chesapeake Energy,5001659,No,Billings DR,Space Segment 512/256,4013050000000,25.00 /day after 5 days,2010-09-29,,99.00,Month
Chesapeake Energy,5001659,No,Billings DR,VSAT Terminal Internet Only,4013050000000,Customer owned. 133444,2010-09-29,,0.00,
Chesapeake Energy,5001669,No,North Desoto DR,Space Segment 512/128,4013050000000,,2010-09-21,,22.75,Day
Chesapeake Energy,5001669,No,North Desoto DR,VSAT Terminal Internet Only,4013050000000,Custome owned modem 133600,2010-09-21,,0.00,Day
Chesapeake Energy,5001669,No,North Desoto DR,VSAT Dish, 1.2M Fixed,4043050000000,,2010-09-21,,0.00,Day
Chesapeake Energy,5001698,No,Selbyville DR,VSAT Dish, 1.2M Fixed,4043050000000,,2011-04-19,,0.00,
Chesapeake Energy,5001698,No,Selbyville DR,VSAT Terminal Internet Only,4013050000000,Customer owned. 135485,2011-04-19,,0.00,
Chesapeake Energy,5001698,No,Selbyville DR,Space Segment 512/256,4013050000000,25.00/ day after 5 days,2011-04-19,,99.00,Month
Chesapeake Energy,5001699,No,Miller DR,VSAT Terminal Internet Only,4013050000000,customer owned. 135243,2011-01-25,,0.00,
Chesapeake Energy,5001699,No,Miller DR,Phone Number, Houston,4045050000050,8324614645,2011-02-16,,55.00,Month
Chesapeake Energy,5001699,No,Miller DR,Space Segment 256/256,4013050000000,,2011-02-16,,488.00,Month
Chesapeake Energy,5001699,No,Miller DR,VSAT Dish, 1.2M Fixed,4043050000000,,2011-01-25,,0.00,
