Dynamic Offshore,5002026,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore,5002026,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore,5002026,Yes,Phone Number, Houston-TM,7139362573,2011-03-01,,0.00,
Dynamic Offshore,5002027,Yes,VSAT Terminal Standard-TM,Modem: 55067,2011-03-01,,0.00,
Dynamic Offshore,5002027,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore,5002027,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore,5002027,Yes,Phone Number, Houston-TM,7139666054,2011-03-01,,0.00,
Dynamic Offshore,5002027,Yes,Phone Number, Houston-TM,Fax 2816280027,2011-03-01,,0.00,
Dynamic Offshore,5002027,Yes,Phone Number, Houston-TM,7139666055,2011-03-01,,0.00,
Dynamic Offshore,5002028,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore,5002028,Yes,VSAT Terminal Standard-TM,Modem: 57214,2011-03-01,,0.00,
Dynamic Offshore,5002028,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore,5002028,Yes,Phone Number, Houston-TM,7139666048,2011-03-01,,0.00,
Dynamic Offshore,5002028,Yes,Phone Number, Houston-TM,7139666049,2011-03-01,,0.00,
Dynamic Offshore,5002028,Yes,Phone Number, Houston-TM,Fax 2819033037,2011-03-01,,0.00,
Dynamic Offshore,5002029,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore,5002029,Yes,VSAT Terminal Standard-TM,Modem: 57206,2011-03-01,,0.00,
Dynamic Offshore,5002029,Yes,Phone Number, Houston-TM,7139666052,2011-03-01,,0.00,
Dynamic Offshore,5002029,Yes,Phone Number, Houston-TM,7139604861,2011-03-01,,0.00,
Dynamic Offshore,5002029,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore,5002029,Yes,Phone Number, Houston-TM,7139666053,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,VSAT Terminal Standard-TM,Modem: 120030,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore Bandon,5002015,Yes,Phone Number, Houston-TM,7134222258,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,Phone Number, Houston-TM,7134222259,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,Fax Machine-TM,Brother MFC290C,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002015,Yes,Phone Number, Houston-TM,fax 7139604589,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,VSAT Terminal Standard-TM,Modem: 117196,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore Bandon,5002016,Yes,Fax Machine-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,Phone Number, Houston-TM,8324158009,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,Phone Number, Houston-TM,8324158010,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002016,Yes,Phone Number, Houston-TM,Fax 8324262947,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002019,Yes,Space Segment 512/256-TM,,2011-03-01,,1900.00,Month
Dynamic Offshore Bandon,5002019,Yes,Phone Number, Houston-TM,Fax 8324262949,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002019,Yes,Phone Number, Houston-TM,8324158018,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002019,Yes,VSAT Terminal Standard-TM,Modem: 114183,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002019,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002019,Yes,Phone Number, Houston-TM,8324158017,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002020,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore Bandon,5002020,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002020,Yes,VSAT Terminal Standard-TM,Modem: 116328,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002020,Yes,Phone Number, Houston-TM,8324158015,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002020,Yes,Phone Number, Houston-TM,8324158016,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002020,Yes,Phone Number, Houston-TM,8324262946,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002021,Yes,Phone Number, Houston-TM,8324158013,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002021,Yes,Phone Number, Houston-TM,Fax 8324268945,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002021,Yes,Phone Number, Houston-TM,8324158014,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002021,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore Bandon,5002021,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002021,Yes,VSAT Terminal Standard-TM,Modem: 117189,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,VSAT Terminal Standard-TM,Modem: 117153,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,Phone Number, Houston-TM,Fax 8324262948,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,Phone Number, Houston-TM,8324158012,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,Phone Number, Houston-TM,8324158011,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002022,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore Bandon,5002033,Yes,Space Segment 1024/512-TM,,2011-03-01,,100.00,Day
Dynamic Offshore Bandon,5002033,Yes,Phone Number, Houston-TM,8322600443,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,Phone Number, Houston-TM,8322600442,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,Phone Number, Houston-TM,8322690447,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,Phone Number, Houston-TM,Fax 8325166477,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,VSAT Terminal Standard-TM,Modem: 120062,2011-03-01,,0.00,
Dynamic Offshore Bandon,5002033,Yes,Fax Machine-TM,Brother MFC290C,2011-03-01,,0.00,
Dynamic Offshore Resources,5001619,Yes,Phone Number, Lafayette,3372109521,2010-07-09,,0.00,
Dynamic Offshore Resources,5001619,Yes,VSAT Dish, 1.2M Fixed,,2010-07-09,,0.00,
Dynamic Offshore Resources,5001619,Yes,VSAT Terminal Standard,Modem: 53986 VSAT 1028,2010-07-09,,0.00,
Dynamic Offshore Resources,5001619,Yes,Space Segment 512/512,,2010-07-09,,1500.00,Month
Dynamic Offshore Resources,5001619,Yes,Phone Number, Lafayette,3372109520,2010-07-09,,0.00,
Dynamic Offshore SPN,5002030,Yes,VSAT Terminal Standard-TM,Modem: 56878,2011-03-01,,0.00,
Dynamic Offshore SPN,5002030,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore SPN,5002030,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore SPN,5002030,Yes,Phone Number, Houston-TM,7139666321,2011-03-01,,0.00,
Dynamic Offshore SPN,5002030,Yes,Fax Machine-TM,Brother MFC290C,2011-03-01,,0.00,
Dynamic Offshore SPN,5002030,Yes,Phone Number, Houston-TM,Fax 7139604862,2011-03-01,,0.00,
Dynamic Offshore SPN,5002030,Yes,Phone Number, Houston-TM,7139666355,2011-03-01,,0.00,
Dynamic Offshore SPN,5002031,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore SPN,5002031,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Dynamic Offshore SPN,5002031,Yes,VSAT Terminal Standard-TM,Modem: 120098,2011-03-01,,0.00,
Dynamic Offshore SPN,5002031,Yes,Phone Number, Houston-TM,Fax 2814041848,2011-03-01,,0.00,
Dynamic Offshore SPN,5002031,Yes,Phone Number, Houston-TM,7139362744,2011-03-01,,0.00,
Dynamic Offshore SPN,5002031,Yes,Phone Number, Houston-TM,7139362745,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,Phone Number, Houston-TM,7139666350,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,Fax Machine-TM,Brother MFC290C,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,Phone Number, Houston-TM,FAX 2816280630,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,Phone Number, Houston-TM,7139666351,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,Space Segment 256/128-TM,,2011-03-01,,1465.00,Month
Dynamic Offshore SPN,5002032,Yes,VSAT Terminal Standard-TM,Modem: 115787,2011-03-01,,0.00,
Dynamic Offshore SPN,5002032,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Energy Partners Ltd,5000063 ***,Yes,VSAT Terminal Internet Only,VSAT-1021 56911,2007-05-22,,0.00,
Energy Partners Ltd,5000063 ***,Yes,Space Segment 256/256,,2007-05-22,,27.50,Day
ENI Petroleum,5000151,Yes,Phone Number, Iridium,MST3105 881693115456,2007-08-23,,0.00,
ENI Petroleum,5000151,Yes,Phone Number, Iridium,MST3106 881693115446,2007-08-23,,0.00,
ENI Petroleum,5000151,Yes,Phone Number, Iridium,MST3108 881693115458,2007-08-23,,0.00,
ENI Petroleum,5000151,Yes,Phone Number, Iridium,MST3107 881693115447,2007-08-23,,0.00,
ENI Petroleum,5000151,Yes,Satellite Phone, Irridium,MST-3105,2007-08-23,,50.00,Month
ENI Petroleum,5000151,Yes,Satellite Phone, Irridium,MST-3107,2007-08-23,,50.00,Month
ENI Petroleum,5000151,Yes,Satellite Phone, Irridium,MST-3108,2007-08-23,,50.00,Month
ENI Petroleum,5000151,Yes,Satellite Phone, Irridium,MST-3106,2007-08-23,,50.00,Month
Fugro Geo Services,5000194,Yes,Phone Number, Iridium,Local N.O number 504 355 0742 881641498532,2007-12-14,,65.00,Month
Fugro Geo Services,5000194,Yes,Phone Number, Lafayette,3372109531,2007-10-22,,0.00,
Fugro Geo Services,5000194,Yes,Phone Number, Lafayette,3372109530,2007-10-22,,0.00,
Fugro Geo Services,5000194,Yes,Space Segment 512/128,,2007-10-22,,1095.00,Month
Fugro Geo Services,5000194,Yes,VSAT Dish, Orbit AL 7103,orbit dish customer owned,2007-10-22,,0.00,
Fugro Geo Services,5000346,Yes,Satellite Phone, Irridium,Customer owned phone 881641499112,2008-01-25,,65.00,Month
Fugro Geo Services,5000346,Yes,Phone Number, Lafayette,3372109526,2008-02-11,,0.00,
Fugro Geo Services,5000346,Yes,Phone Number, Houma,9857728526,2008-02-11,,0.00,
Fugro Geo Services,5000346,Yes,VSAT Terminal Standard,Customer owned 059980,2008-02-11,,0.00,
Fugro Geo Services,5000346,Yes,Space Segment 512/128,,2008-02-11,,1095.00,Month
Fugro Geo Services,5000346,Yes,VSAT Dish, Orbit AL 7103,Customer owned.,2008-02-11,,0.00,
Fugro Geo Services,5000421,Yes,Phone Number, Iridium,New Orleans number 504-355-0751 881641401642,2008-03-05,,65.00,Month
Fugro Geo Services,5000421,Yes,Phone Number, Iridium,881641437323,2008-09-01,,65.00,Month
Fugro Geo Services,5000421,Yes,Airtime, Irridium,Local number 337-889-0133,2008-09-01,,1.45,Minute
GJTBS,5000279,Yes,Internet, 6M LUS On-Net,Upgraded as per Tim Proctor 1015000279,2008-04-03,,565.00,Month
Gobal Oilfield Contractors LLC,5002036,Yes,Phone Number, Iridium-TM,4807555737,2011-03-01,,55.00,Month
GOL Supply Boats,5002049,Yes,VSAT Terminal Standard-TM,,2011-04-24,,0.00,
GOL Supply Boats,5002049,Yes,VSAT Dish, KVH V7-TM,VSAT-5005,2011-04-24,,0.00,
GOL Supply Boats,5002049,Yes,Space Segment 512/256-TM,,2011-04-24,,195.00,Day
GOL Supply Boats,5002049,Yes,Phone Number, Houston-TM,2819210707,2011-04-24,,0.00,
GOL Supply Boats,5002049,Yes,Phone Number, Houston-TM,2819210706,2011-04-24,,0.00,
GOL Supply Boats,5002049,Yes,Phone Number, Iridium-TM,4802635947,2011-03-01,,55.00,Month
GOL Supply Boats,5002049,Yes,Oceans mail-TM,4/1/2010 renewal E-Mail: klinedanos@ocens.net,2011-03-01,,400.00,Yearly
GOL Supply Boats,5002050,Yes,Phone Number, Iridium-TM,4802637041,2011-03-01,,55.00,Month
GOL Supply Boats,5002051,Yes,Phone Number, Iridium-TM,4802637832,2011-03-01,,55.00,Month
GOL Supply Boats,5002052,Yes,Phone Number, Iridium-TM,4802635251,2011-03-01,,55.00,Month
GOL Supply Boats,5002214,Yes,Phone Number, Vendor Provided,Fax line on SATFAX 985-601-2594 FAX,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,VSAT dish, Azimuth .85m-TM,AT10033 antenna, AT10041 ACU,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,VSAT Terminal Gilat-TM,GS10033, RB10117, co10008, vo10130, st10096,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,Fax Machine-TM,MFC-295 CN, fx10142,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,Phone Number, New Orleans-TM,985-746-9257,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,Phone Number, New Orleans-TM,985-746-9256,2011-04-01,,0.00,
GOL Supply Boats,5002214,Yes,Space Segment 1024/256-TM,,2011-04-01,,2650.00,Month
Gulf Coast Tugs Inc,5002053,Yes,Weather Mate Service-TM,Renewal 09/6/11,2011-09-01,,600.00,Yearly
Gulf Coast Tugs Inc,5002053,Yes,Phone Number, Iridium-TM,4802635290,2011-03-01,,55.00,Month
Gulf Offshore Marine,5002054,Yes,Phone Number, Iridium-TM,4802635621,2011-03-01,,55.00,Month
Helis Oil & gas,5000278,Yes,Internet, 2M LUS On-Net,,2007-01-01,,300.00,Month
Hilcorp Energy Company,5000219,Yes,Space Segment 512/256,,2007-11-19,,26.00,Day
Hilcorp Energy Company,5000219,Yes,Phone Number, Houston,8324614521,2007-11-19,,0.00,
Hilcorp Energy Company,5000219,Yes,Phone Number, Houston,8324614522,2007-11-19,,0.00,
Hilcorp Energy Company,5000289,Yes,Space Segment 64/64,modem s/n 064403 Switch s/n 00g801533 Dilly,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000289,Yes,Space Segment 64/64,modem s/n 55379 Switch s/n 00g801342 Tilden,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000289,Yes,Space Segment 64/64,modem s/n 080609 Switch s/n 00g801359 Mayo,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000289,Yes,Space Segment 64/64,modem s/n 080780 Switch s/n 00g800677 Pearsall,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000289,Yes,Space Segment 64/64,modem s/n 064655 Switch s/n 00g801343 Three Rivers,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000290,Yes,Space Segment 64/64,modem s/n 063046 switch s/n 00g801532 Freer,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000290,Yes,Space Segment 64/64,modem s/n 063741 switch s/n 00g801344 Benevides,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000290,Yes,Space Segment 64/64,modem s/n 063944 switch s/n 00g801345 Aqua Dulce,2007-12-05,,300.00,Month
Hilcorp Energy Company,5000290,Yes,Space Segment 64/64,modem s/n 080708 switch s/n 00g801531 Mirando,2007-12-05,,300.00,Month
Hilcorp Energy Company,5001675,Yes,Space Segment 512/128,,2010-09-27,,0.00,
Hilcorp Energy Company,5001675,Yes,VSAT Dish, 1.2M Fixed,,2010-09-27,,0.00,
Hilcorp Energy Company,5001675,Yes,VSAT Terminal Internet Only,VSAT-1251,2010-09-27,,40.00,Day
J Brady Marine,5002060,Yes,Talkgroup, MSAT G2-TM,19843474 MTID #154817,2011-03-02,,138.95,Month
J Brady Marine,5002061,Yes,Talkgroup, MSAT G2-TM,16411128 MTID #154738,2011-03-01,,138.95,Month
J Brady Marine,5002061,Yes,Call Barring-TM,,2011-03-01,,12.00,Month
J Brady Marine,5002061,Yes,Phone number, MSAT G2-TM,8662157889,2011-03-01,,20.00,Month
J Brady Marine,5002061,Yes,Oceans mail-TM,Renewal 11/1/2011 E-Mail: tradewinds@ocens.net tradewinds@ocens.net,2011-11-01,,340.00,Yearly
J Brady Marine,5002062,Yes,Oceans mail-TM,Renewal 11/1/2011 E-Mail: leezarene@ocens.net leezarene@ocens.net,2011-11-01,,340.00,Yearly
J Brady Marine,5002062,Yes,Talkgroup, MSAT G2-TM,16408090 MTID #154765,2011-03-01,,138.95,Month
J Brady Marine,5002062,Yes,Phone number, MSAT G2-TM,8775642613,2011-03-01,,20.00,Month
J Brady Marine,5002062,Yes,Call Barring-TM,,2011-03-01,,12.00,Month
J Brady Marine,5002233,Yes,Call Barring,337-365-6494 713-422-5342 337-898-2104 713-403-5537 713-204-9466 985-414-0465 508-922-0528 985-637-7160 985-665-1397,2011-06-02,,12.00,month
J Brady Marine,5002233 ***,Yes,Talkgroup, MSAT G2-TM,16409896 MTID # 157401 866-292-7704,2011-05-03,,138.95,Month
JNB Operatiing,5002063,Yes,Phone Number, Iridium-TM,4804568066,2011-03-01,,55.00,Month
JNB Operatiing,5002064,Yes,Phone Number, Iridium-TM,4804567501,2011-03-01,,55.00,Month
JNB Operatiing,5002065,Yes,Phone Number, Iridium-TM,4804589221,2011-03-01,,55.00,Month
JNB Operatiing,5002066,Yes,Phone Number, Iridium-TM,4804567649,2011-03-01,,55.00,Month
JNB Operatiing,5002067,Yes,Phone Number, Iridium-TM,4802635932,2011-03-01,,55.00,Month
JNB Operatiing,5002068,Yes,Phone Number, Iridium-TM,4802637053,2011-03-01,,55.00,Month
JNB Operatiing,5002070,Yes,Phone Number, Iridium-TM,4804567469,2011-03-01,,55.00,Month
JNB Operatiing,5002071,Yes,Phone Number, Iridium-TM,4802635229,2011-03-01,,55.00,Month
KMB Vessels,5002072,Yes,Phone number, Inmarsat-TM,4802636945,2011-03-01,,55.00,Month
L&M Botruc,5002073 ***,Yes,Space Segment 1024/512,Newcom X5 modem 068622,2011-05-31,,150.00,day
